id_anotacion,id_candidato,t_inicio,t_fin,categoria,notas,device_code,origen,created_at
51,100,2026-04-27 04:10:00+00:00,2026-04-27 04:22:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T04:45:53.608099+00:00
52,102,2026-04-27 10:25:00+00:00,2026-04-27 10:32:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:46:19.697604+00:00
53,104,2026-04-27 20:39:00+00:00,2026-04-27 20:45:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:46:54.011079+00:00
54,106,2026-04-28 09:46:00+00:00,2026-04-28 09:53:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:47:36.948082+00:00
55,108,2026-04-28 20:21:00+00:00,2026-04-28 20:29:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:47:57.301911+00:00
56,110,2026-04-28 23:54:00+00:00,2026-04-28 23:58:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:48:22.691117+00:00
57,112,2026-04-29 12:15:00+00:00,2026-04-29 12:21:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:50:12.372752+00:00
59,116,2026-04-30 10:05:00+00:00,2026-04-30 10:09:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:50:48.957965+00:00
60,118,2026-04-30 14:22:00+00:00,2026-04-30 14:24:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T04:51:02.032412+00:00
61,120,2026-04-30 21:55:00+00:00,2026-04-30 22:00:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:51:40.060850+00:00
62,122,2026-05-01 02:31:00+00:00,2026-05-01 02:39:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:51:50.412882+00:00
63,124,2026-05-01 08:32:00+00:00,2026-05-01 08:37:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:52:15.163149+00:00
64,126,2026-05-01 11:55:00+00:00,2026-05-01 11:58:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:52:36.847070+00:00
65,128,2026-05-01 23:03:00+00:00,2026-05-01 23:10:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:52:56.360557+00:00
66,130,2026-05-02 10:12:00+00:00,2026-05-02 10:19:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:53:11.443304+00:00
67,132,2026-05-02 18:34:00+00:00,2026-05-02 18:36:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T04:53:38.612586+00:00
68,134,2026-05-03 02:11:00+00:00,2026-05-03 02:18:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:53:53.521946+00:00
69,136,2026-05-03 13:35:00+00:00,2026-05-03 13:41:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:54:04.997127+00:00
70,138,2026-05-03 20:10:00+00:00,2026-05-03 20:17:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:54:26.934360+00:00
71,140,2026-05-04 00:42:00+00:00,2026-05-04 00:55:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T04:54:39.155539+00:00
73,144,2026-05-04 12:46:00+00:00,2026-05-04 13:03:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T04:55:07.997911+00:00
74,146,2026-05-04 17:51:00+00:00,2026-05-04 18:06:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T04:55:24.761694+00:00
75,148,2026-05-05 02:26:00+00:00,2026-05-05 02:32:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:55:37.845691+00:00
76,150,2026-05-05 14:39:00+00:00,2026-05-05 14:46:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:55:50.633223+00:00
77,152,2026-05-05 22:27:00+00:00,2026-05-05 22:43:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T04:55:56.381836+00:00
78,154,2026-05-06 00:48:00+00:00,2026-05-06 00:59:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T04:56:01.743443+00:00
79,156,2026-05-06 09:21:00+00:00,2026-05-06 09:26:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:56:26.245815+00:00
80,158,2026-05-06 15:34:00+00:00,2026-05-06 15:42:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:56:39.955922+00:00
81,160,2026-05-25 06:32:00+00:00,2026-05-25 06:34:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T04:57:19.576685+00:00
82,162,2026-05-25 15:15:00+00:00,2026-05-25 15:21:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:57:32.012334+00:00
83,164,2026-05-25 23:05:00+00:00,2026-05-25 23:11:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:57:42.447875+00:00
84,166,2026-05-26 07:17:00+00:00,2026-05-26 07:23:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T04:58:09.247527+00:00
85,3,2026-04-08 20:46:00+00:00,2026-04-08 20:52:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:07:22.858779+00:00
86,7,2026-04-09 08:40:00+00:00,2026-04-09 08:49:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:07:45.381348+00:00
87,11,2026-04-09 22:32:00+00:00,2026-04-09 22:37:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:07:52.338214+00:00
89,19,2026-04-10 15:15:00+00:00,2026-04-10 15:20:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:08:36.862456+00:00
90,23,2026-04-11 12:49:00+00:00,2026-04-11 12:54:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:08:49.636766+00:00
92,31,2026-04-12 15:47:00+00:00,2026-04-12 15:58:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:11:10.496550+00:00
93,35,2026-04-13 10:41:00+00:00,2026-04-13 10:52:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:11:15.794893+00:00
94,39,2026-04-13 16:47:00+00:00,2026-04-13 16:58:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:11:31.677353+00:00
95,43,2026-04-14 06:26:00+00:00,2026-04-14 06:32:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:12:02.169965+00:00
96,47,2026-04-15 00:48:00+00:00,2026-04-15 00:52:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:12:24.381389+00:00
97,51,2026-04-15 20:42:00+00:00,2026-04-15 20:53:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:12:30.406560+00:00
98,55,2026-04-19 01:26:00+00:00,2026-04-19 01:32:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:12:46.276332+00:00
99,59,2026-04-19 16:48:00+00:00,2026-04-19 16:50:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T05:13:15.867412+00:00
100,63,2026-04-20 04:17:00+00:00,2026-04-20 04:20:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:13:43.650397+00:00
101,67,2026-04-20 21:15:00+00:00,2026-04-20 21:22:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:14:11.044795+00:00
102,71,2026-04-21 14:03:00+00:00,2026-04-21 14:05:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T05:15:01.734033+00:00
104,79,2026-04-23 08:59:00+00:00,2026-04-23 09:03:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:15:37.978130+00:00
105,83,2026-04-23 22:24:00+00:00,2026-04-23 22:30:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:15:54.805613+00:00
106,87,2026-04-24 18:19:00+00:00,2026-04-24 18:28:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:16:16.162499+00:00
107,91,2026-04-25 16:22:00+00:00,2026-04-25 16:29:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:16:42.271236+00:00
109,99,2026-04-26 22:19:00+00:00,2026-04-26 22:26:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:17:15.016320+00:00
110,103,2026-04-27 14:35:00+00:00,2026-04-27 14:39:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:17:27.755734+00:00
111,107,2026-04-28 12:35:00+00:00,2026-04-28 12:41:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:17:51.073920+00:00
112,111,2026-04-29 08:01:00+00:00,2026-04-29 08:09:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:18:05.208359+00:00
113,115,2026-04-30 01:27:00+00:00,2026-04-30 01:34:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:18:20.889248+00:00
115,123,2026-05-01 07:37:00+00:00,2026-05-01 07:48:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:18:53.008133+00:00
117,131,2026-05-02 13:58:00+00:00,2026-05-02 14:04:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:19:33.728868+00:00
118,135,2026-05-03 09:35:00+00:00,2026-05-03 09:43:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:19:44.477426+00:00
119,139,2026-05-03 21:08:00+00:00,2026-05-03 21:19:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:19:49.401839+00:00
120,143,2026-05-04 10:30:00+00:00,2026-05-04 10:48:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:20:01.147134+00:00
121,147,2026-05-04 23:22:00+00:00,2026-05-04 23:29:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:20:40.830739+00:00
122,151,2026-05-05 20:14:00+00:00,2026-05-05 20:27:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:20:49.935156+00:00
125,163,2026-05-25 21:02:00+00:00,2026-05-25 21:08:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:22:03.157760+00:00
126,167,2026-05-26 07:48:00+00:00,2026-05-26 07:56:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:22:29.580334+00:00
127,169,2026-05-26 11:36:00+00:00,2026-05-26 11:48:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:22:53.049973+00:00
128,171,2026-05-26 18:36:00+00:00,2026-05-26 18:48:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:22:57.642095+00:00
129,173,2026-05-26 22:26:00+00:00,2026-05-26 22:38:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:23:02.203044+00:00
130,175,2026-05-27 09:28:00+00:00,2026-05-27 09:35:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:23:26.419527+00:00
131,177,2026-05-27 13:43:00+00:00,2026-05-27 13:50:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:23:40.997622+00:00
132,179,2026-05-27 19:49:00+00:00,2026-05-27 19:57:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:24:03.516711+00:00
133,181,2026-05-28 05:01:00+00:00,2026-05-28 05:11:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:24:21.482453+00:00
134,183,2026-05-28 11:37:00+00:00,2026-05-28 11:48:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:24:31.311276+00:00
135,185,2026-05-28 13:28:00+00:00,2026-05-28 13:30:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T05:24:51.131534+00:00
136,187,2026-05-28 14:44:00+00:00,2026-05-28 14:55:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:24:57.322444+00:00
137,189,2026-05-28 23:41:00+00:00,2026-05-28 23:48:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:25:10.946950+00:00
138,191,2026-05-29 02:01:00+00:00,2026-05-29 02:05:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:25:14.810400+00:00
139,193,2026-05-29 03:40:00+00:00,2026-05-29 03:47:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:25:27.417960+00:00
140,195,2026-05-29 09:40:00+00:00,2026-05-29 09:47:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:25:41.776968+00:00
141,197,2026-05-30 00:41:00+00:00,2026-05-30 00:48:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T05:26:12.705249+00:00
142,199,2026-05-30 04:02:00+00:00,2026-05-30 04:19:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:26:20.903847+00:00
143,201,2026-05-30 09:11:00+00:00,2026-05-30 09:19:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:26:35.721859+00:00
144,203,2026-05-30 11:19:00+00:00,2026-05-30 11:33:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:26:39.872477+00:00
145,205,2026-05-30 16:25:00+00:00,2026-05-30 16:29:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:27:03.456074+00:00
146,207,2026-05-30 22:10:00+00:00,2026-05-30 22:22:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:27:07.760572+00:00
147,209,2026-05-31 07:47:00+00:00,2026-05-31 07:53:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:27:29.311962+00:00
148,211,2026-05-31 08:34:00+00:00,2026-05-31 08:46:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:27:32.974828+00:00
149,213,2026-05-31 14:40:00+00:00,2026-05-31 14:42:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T05:28:10.386909+00:00
150,215,2026-05-31 21:37:00+00:00,2026-05-31 21:49:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:28:39.343361+00:00
151,217,2026-06-01 08:26:00+00:00,2026-06-01 08:39:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:28:43.598600+00:00
152,219,2026-06-01 09:50:00+00:00,2026-06-01 09:58:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:28:59.901032+00:00
153,221,2026-06-01 14:44:00+00:00,2026-06-01 14:53:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:29:15.323344+00:00
154,223,2026-06-01 16:13:00+00:00,2026-06-01 16:25:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:29:23.809405+00:00
155,225,2026-06-01 17:02:00+00:00,2026-06-01 17:09:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:29:41.967802+00:00
156,227,2026-06-01 21:16:00+00:00,2026-06-01 21:27:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:29:45.676517+00:00
157,229,2026-06-01 23:15:00+00:00,2026-06-01 23:24:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:30:08.529766+00:00
158,231,2026-06-02 01:05:00+00:00,2026-06-02 01:11:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:30:12.573984+00:00
160,235,2026-06-02 12:36:00+00:00,2026-06-02 12:38:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T05:32:08.812645+00:00
161,237,2026-06-02 17:41:00+00:00,2026-06-02 17:52:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:32:19.036404+00:00
164,243,2026-06-03 01:39:00+00:00,2026-06-03 01:51:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:32:51.641413+00:00
165,245,2026-06-03 09:54:00+00:00,2026-06-03 10:07:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:32:59.644623+00:00
166,247,2026-06-03 17:43:00+00:00,2026-06-03 17:55:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:33:10.972876+00:00
167,249,2026-06-04 00:28:00+00:00,2026-06-04 00:39:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:33:18.595641+00:00
168,251,2026-06-04 01:42:00+00:00,2026-06-04 01:58:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:33:32.768313+00:00
169,253,2026-06-04 09:15:00+00:00,2026-06-04 09:33:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:33:38.162961+00:00
170,255,2026-06-04 14:13:00+00:00,2026-06-04 14:24:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:33:41.729716+00:00
171,257,2026-06-04 15:44:00+00:00,2026-06-04 15:57:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:33:46.202546+00:00
172,259,2026-06-04 16:20:00+00:00,2026-06-04 16:25:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:33:57.064628+00:00
173,261,2026-06-04 18:49:00+00:00,2026-06-04 19:00:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:34:02.974015+00:00
174,263,2026-06-04 23:12:00+00:00,2026-06-04 23:24:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:34:14.785965+00:00
175,265,2026-06-05 01:34:00+00:00,2026-06-05 01:46:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:34:19.971007+00:00
176,267,2026-06-05 02:41:00+00:00,2026-06-05 02:53:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:34:26.195675+00:00
177,269,2026-06-05 14:33:00+00:00,2026-06-05 14:44:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:34:30.340470+00:00
178,271,2026-06-05 15:29:00+00:00,2026-06-05 15:40:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:34:37.111522+00:00
179,273,2026-06-05 16:49:00+00:00,2026-06-05 17:00:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:34:49.668286+00:00
180,275,2026-06-05 19:50:00+00:00,2026-06-05 19:57:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:34:56.770061+00:00
181,277,2026-06-05 20:15:00+00:00,2026-06-05 20:22:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:35:14.552927+00:00
182,279,2026-06-05 21:07:00+00:00,2026-06-05 21:18:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:35:18.244755+00:00
183,281,2026-06-05 23:38:00+00:00,2026-06-05 23:52:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:35:27.959106+00:00
184,283,2026-06-06 11:49:00+00:00,2026-06-06 11:56:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:35:45.717008+00:00
185,285,2026-06-06 20:22:00+00:00,2026-06-06 20:27:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:35:50.199664+00:00
186,5,2026-04-09 02:26:00+00:00,2026-04-09 02:42:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:47:09.019278+00:00
187,13,2026-04-09 23:28:00+00:00,2026-04-09 23:36:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:47:36.590063+00:00
188,21,2026-04-10 23:05:00+00:00,2026-04-10 23:07:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T05:47:57.665670+00:00
189,29,2026-04-12 11:49:00+00:00,2026-04-12 11:56:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:48:14.077687+00:00
190,37,2026-04-13 13:13:00+00:00,2026-04-13 13:24:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T05:48:19.270118+00:00
191,45,2026-04-14 17:14:00+00:00,2026-04-14 17:19:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T05:48:44.306603+00:00
192,9,2026-04-09 13:57:00+00:00,2026-04-09 13:58:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T05:59:59.347523+00:00
193,25,2026-04-11 21:47:00+00:00,2026-04-11 21:54:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:00:39.616064+00:00
194,41,2026-04-13 23:44:00+00:00,2026-04-13 23:56:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:00:45.243899+00:00
